iri,iri label,stressor,stressor label
ECTO:0001281,,CHEBI:3751,clomazone
ECTO:0001282,,CHEBI:3764,clotrimazole
ECTO:0001283,,CHEBI:38067,propazine
ECTO:0001284,,CHEBI:38069,cyanazine
ECTO:0001285,,CHEBI:38214,monuron
ECTO:0001286,,CHEBI:38321,mesotrione
ECTO:0001287,,CHEBI:38397,perfluorononanoic acid
ECTO:0001288,,CHEBI:38449,methoxyfenozide
ECTO:0001289,,CHEBI:38452,tebufenozide
ECTO:0001290,,CHEBI:38508,methiocarb
ECTO:0001291,,CHEBI:38545,rosuvastatin
ECTO:0001292,,CHEBI:38663,ethion
ECTO:0001293,,CHEBI:38746,parathion-methyl
ECTO:0001294,,CHEBI:38843,pirimiphos-methyl
ECTO:0001295,,CHEBI:39068,cis-chlordane
ECTO:0001296,,CHEBI:39069,trans-chlordane
ECTO:0001297,,CHEBI:39096,alpha-hexachlorocyclohexane
ECTO:0001298,,CHEBI:39163,acetamiprid
ECTO:0001299,,CHEBI:39164,(E)-acetamiprid
ECTO:0001300,,CHEBI:39165,(Z)-acetamiprid
ECTO:0001301,,CHEBI:39168,(E)-imidacloprid
ECTO:0001302,,CHEBI:39169,(Z)-imidacloprid
ECTO:0001303,,CHEBI:39175,thiacloprid
ECTO:0001304,,CHEBI:39176,(Z)-thiacloprid
ECTO:0001305,,CHEBI:39177,(E)-clothianidin
ECTO:0001306,,CHEBI:39178,clothianidin
ECTO:0001307,,CHEBI:39185,thiamethoxam
ECTO:0001308,,CHEBI:39186,(E)-thiamethoxam
ECTO:0001309,,CHEBI:39291,flonicamid
ECTO:0001310,,CHEBI:39311,pymetrozine
ECTO:0001311,,CHEBI:39387,teflubenzuron
ECTO:0001312,,CHEBI:39421,perfluorooctane-1-sulfonic acid
ECTO:0001313,,CHEBI:39426,perfluorobutyric acid
ECTO:0001314,,CHEBI:39548,atorvastatin
ECTO:0001315,,CHEBI:39678,metsulfuron methyl
ECTO:0001316,,CHEBI:40237,sitagliptin
ECTO:0001317,,CHEBI:4045,cyprodinil
ECTO:0001318,,CHEBI:40909,azoxystrobin
ECTO:0001319,,CHEBI:41899,"decylamine-N,N-dimethyl-N-oxide"
ECTO:0001320,,CHEBI:42355,erythromycin A
ECTO:0001321,,CHEBI:42724,(R)-amphetamine
ECTO:0001322,,CHEBI:42797,gabapentin
ECTO:0001323,,CHEBI:43415,dexibuprofen
ECTO:0001324,,CHEBI:44156,terbutryn
ECTO:0001325,,CHEBI:44229,naphthalene-2-sulfonic acid
ECTO:0001326,,CHEBI:4469,(S)-amphetamine
ECTO:0001327,,CHEBI:45409,ritonavir
ECTO:0001328,,CHEBI:45924,trimethoprim
ECTO:0001329,,CHEBI:45993,benzothiazole
ECTO:0001330,,CHEBI:46081,fluconazole
ECTO:0001331,,CHEBI:46784,diglyme
ECTO:0001332,,CHEBI:47136,pentachlorobenzene
ECTO:0001333,,CHEBI:47381,diclofenac
ECTO:0001334,,CHEBI:47426,furosemide
ECTO:0001335,,CHEBI:47612,bezafibrate
ECTO:0001336,,CHEBI:47696,"2,4,6-tribromophenol"
ECTO:0001337,,CHEBI:47835,levibuprofen
ECTO:0001338,,CHEBI:4791,endosulfan
ECTO:0001339,,CHEBI:4811,epoxiconazole
ECTO:0001340,,CHEBI:4814,eprosartan
ECTO:0001341,,CHEBI:48236,trichlorofluoromethane
ECTO:0001342,,CHEBI:48347,triclocarban
ECTO:0001343,,CHEBI:4877,ethambutol
ECTO:0001344,,CHEBI:48935,(E)-roxithromycin
ECTO:0001345,,CHEBI:4953,exemestane
ECTO:0001346,,CHEBI:49575,diazepam
ECTO:0001347,,CHEBI:49662,indometacin
ECTO:0001348,,CHEBI:5009,fenoxycarb
ECTO:0001349,,CHEBI:50099,(4-chloro-2-methylphenoxy)acetic acid
ECTO:0001350,,CHEBI:50145,fenpropimorph
ECTO:0001351,,CHEBI:5063,fipronil
ECTO:0001352,,CHEBI:50659,dronedarone
ECTO:0001353,,CHEBI:51041,acamprosate
ECTO:0001354,,CHEBI:51062,(RS)-amphetamine
ECTO:0001355,,CHEBI:53621,chloromethylisothiazolinone
ECTO:0001356,,CHEBI:53691,amidotrizoic acid
ECTO:0001357,,CHEBI:55352,(R)-atenolol
ECTO:0001358,,CHEBI:5692,hexachlorobenzene
ECTO:0001359,,CHEBI:5778,hydrochlorothiazide
ECTO:0001360,,CHEBI:580604,(R)-ketamine
ECTO:0001361,,CHEBI:5855,ibuprofen
ECTO:0001362,,CHEBI:5864,ifosfamide
ECTO:0001363,,CHEBI:59331,mephedrone
ECTO:0001364,,CHEBI:5959,irbesartan
ECTO:0001365,,CHEBI:5962,irgarol 1051
ECTO:0001366,,CHEBI:6047,isoprothiolane
ECTO:0001367,,CHEBI:6049,isoproturon
ECTO:0001368,,CHEBI:60799,esketamine
ECTO:0001369,,CHEBI:6128,ketoprofen
ECTO:0001370,,CHEBI:63578,iopromide
ECTO:0001371,,CHEBI:63618,pravastatin
ECTO:0001372,,CHEBI:63622,sotalol
ECTO:0001373,,CHEBI:6367,lamotrigine
ECTO:0001374,,CHEBI:64045,amisulpride
ECTO:0001375,,CHEBI:6407,lenacil
ECTO:0001376,,CHEBI:64273,erythromycin C
ECTO:0001377,,CHEBI:6432,levamisole
ECTO:0001378,,CHEBI:6437,levetiracetam
ECTO:0001379,,CHEBI:6456,lidocaine
ECTO:0001380,,CHEBI:6482,linuron
ECTO:0001381,,CHEBI:6717,mefenamic acid
ECTO:0001382,,CHEBI:6790,metalaxyl
ECTO:0001383,,CHEBI:6791,metamitron
ECTO:0001384,,CHEBI:6798,metazachlor
ECTO:0001385,,CHEBI:6802,metformin hydrochloride
ECTO:0001386,,CHEBI:6807,methadone
ECTO:0001387,,CHEBI:6809,methamphetamine
ECTO:0001388,,CHEBI:6835,methomyl
ECTO:0001389,,CHEBI:6888,6alpha-methylprednisolone
ECTO:0001390,,CHEBI:6902,metolachlor
ECTO:0001391,,CHEBI:6904,metoprolol
ECTO:0001392,,CHEBI:6909,metronidazole
ECTO:0001393,,CHEBI:6925,microcystin-LR
ECTO:0001394,,CHEBI:7071,"N,N-diethyl-m-toluamide"
ECTO:0001395,,CHEBI:72449,malachite green
ECTO:0001396,,CHEBI:7465,naltrexone
ECTO:0001397,,CHEBI:7476,naproxen
ECTO:0001398,,CHEBI:75281,myclobutanil
ECTO:0001399,,CHEBI:75331,benzotriazole
ECTO:0001400,,CHEBI:75375,dichlorprop
ECTO:0001401,,CHEBI:7554,nicosulfuron
ECTO:0001402,,CHEBI:75711,mecoprop
ECTO:0001403,,CHEBI:76212,triphenylmethane
ECTO:0001404,,CHEBI:76324,N-nitrosopiperidine
ECTO:0001405,,CHEBI:77278,"6-phenyl-2,3,5,6-tetrahydroimidazo[2,1-b][1,3]thiazole"
ECTO:0001406,,CHEBI:77282,dexamisole
ECTO:0001407,,CHEBI:7778,orbencarb
ECTO:0001408,,CHEBI:77850,toxaphene
ECTO:0001410,,CHEBI:7798,oseltamivir
ECTO:0001411,,CHEBI:7823,oxazepam
ECTO:0001413,,CHEBI:78673,cumene hydroperoxide
ECTO:0001414,,CHEBI:78780,pyraclostrobin
ECTO:0001415,,CHEBI:7915,pantoprazole
ECTO:0001416,,CHEBI:81516,"3,4,4',5-Tetrachlorobiphenyl"
ECTO:0001417,,CHEBI:81517,"3,4,5,3',4',5'-Hexachlorobiphenyl"
ECTO:0001418,,CHEBI:81518,"2,3,4,3',4'-Pentachlorobiphenyl"
ECTO:0001419,,CHEBI:81519,"2,3,4,4',5-Pentachlorobiphenyl"
ECTO:0001420,,CHEBI:81520,"2,3',4,4',5-Pentachlorobiphenyl"
ECTO:0001421,,CHEBI:81521,"2,3',4,4',5'-Pentachlorobiphenyl"
ECTO:0001422,,CHEBI:81522,"2,3,3',4,4',5-Hexachlorobiphenyl"
ECTO:0001423,,CHEBI:81523,"2,3,3',4,4',5'-Hexachlorobiphenyl"
ECTO:0001424,,CHEBI:81524,"2,3',4,4',5,5'-Hexachlorobiphenyl"
ECTO:0001425,,CHEBI:81525,"2,3,3',4,4',5,5'-Heptachlorobiphenyl"
ECTO:0001426,,CHEBI:81696,asulam
ECTO:0001427,,CHEBI:81733,desmedipham
ECTO:0001428,,CHEBI:81734,phenmedipham
ECTO:0001429,,CHEBI:81758,cyproconazole
ECTO:0001430,,CHEBI:81760,difenoconazole
ECTO:0001431,,CHEBI:81781,tebuconazole
ECTO:0001432,,CHEBI:81788,cymoxanil
ECTO:0001433,,CHEBI:81789,dimethenamid
ECTO:0001434,,CHEBI:81805,fluazifop
ECTO:0001435,,CHEBI:81806,2-methyl-4-chlorophenoxybutyric acid
ECTO:0001436,,CHEBI:81817,trinexapac-ethyl
ECTO:0001437,,CHEBI:81821,ioxynil
ECTO:0001438,,CHEBI:81822,boscalid
ECTO:0001439,,CHEBI:81824,diflufenican
ECTO:0001440,,CHEBI:81838,chloridazon
ECTO:0001441,,CHEBI:81843,fluazinam
ECTO:0001442,,CHEBI:81848,dimethomorph
ECTO:0001443,,CHEBI:81856,dicamba
ECTO:0001444,,CHEBI:81857,imazamox
ECTO:0001445,,CHEBI:81911,dimethachlor
ECTO:0001446,,CHEBI:81917,fenpropidin
ECTO:0001447,,CHEBI:81920,flufenacet
ECTO:0001448,,CHEBI:81922,flusilazole
ECTO:0001449,,CHEBI:81936,octhilinone
ECTO:0001450,,CHEBI:81941,prosulfocarb
ECTO:0001451,,CHEBI:81945,sulfluramid
ECTO:0001452,,CHEBI:81947,terbumeton
ECTO:0001453,,CHEBI:81981,chlorotoluron
ECTO:0001454,,CHEBI:81990,ethofumesate
ECTO:0001455,,CHEBI:82017,fluroxypyr
ECTO:0001456,,CHEBI:82023,iprovalicarb
ECTO:0001457,,CHEBI:82025,napropamide
ECTO:0001458,,CHEBI:82033,propamocarb
ECTO:0001459,,CHEBI:82034,propaquizafop
ECTO:0001460,,CHEBI:82043,tebutam
ECTO:0001461,,CHEBI:82220,atraton
ECTO:0001462,,CHEBI:82228,secbumeton
ECTO:0001463,,CHEBI:8248,pirimicarb
ECTO:0001464,,CHEBI:83279,3-iodoprop-2-yn-1-yl butylcarbamate
ECTO:0001465,,CHEBI:83453,thifensulfuron-methyl
ECTO:0001466,,CHEBI:83455,5-methyl-1H-benzotriazole
ECTO:0001467,,CHEBI:83465,sulcotrione
ECTO:0001468,,CHEBI:83491,perfluoropentanoic acid
ECTO:0001469,,CHEBI:83492,perfluorohexanoic acid
ECTO:0001470,,CHEBI:83493,perfluoroundecanoic acid
ECTO:0001471,,CHEBI:83494,6:2 fluorotelomer unsaturated carboxylic acid
ECTO:0001472,,CHEBI:83495,8:2 fluorotelomer unsaturated carboxylic acid
ECTO:0001473,,CHEBI:83499,climbazole
ECTO:0001474,,CHEBI:83500,tritosulfuron
ECTO:0001475,,CHEBI:83501,acesulfame
ECTO:0001476,,CHEBI:83502,foramsulfuron
ECTO:0001477,,CHEBI:83503,neotame
ECTO:0001478,,CHEBI:83505,perfluorooctane sulfonamidoacetic acid
ECTO:0001479,,CHEBI:83506,N-methylperfluorooctane sulfonamidoacetic acid
ECTO:0001480,,CHEBI:83507,N-ethylperfluorooctane sulfonamidoacetic acid
ECTO:0001481,,CHEBI:83508,perfluorooctyl phosphate
ECTO:0001482,,CHEBI:83517,iooxitalamic acid
ECTO:0001483,,CHEBI:83518,"4,5-dichloro-2-n-octyl-3(2H)-isothiazolone"
ECTO:0001484,,CHEBI:83521,sebuthylazine
ECTO:0001485,,CHEBI:83523,pethoxamide
ECTO:0001486,,CHEBI:83524,pinoxaden
ECTO:0001487,,CHEBI:83531,moclobemide
ECTO:0001488,,CHEBI:83535,neohesperidin dihydrochalcone
ECTO:0001489,,CHEBI:83536,1-(3-(trifluoromethyl)phenyl)piperazine
ECTO:0001490,,CHEBI:83537,1-benzylpiperazine
ECTO:0001491,,CHEBI:83539,bisperfluorooctyl phosphate
ECTO:0001492,,CHEBI:83540,bisperfluorodecyl phosphate
ECTO:0001493,,CHEBI:83541,perfluorodecyl phosphate
ECTO:0001494,,CHEBI:83569,pendimethalin
ECTO:0001495,,CHEBI:8378,prednisolone
ECTO:0001496,,CHEBI:8412,primidone
ECTO:0001497,,CHEBI:84199,quinmerac
ECTO:0001498,,CHEBI:8434,prochloraz
ECTO:0001499,,CHEBI:8489,propiconazole
ECTO:0001500,,CHEBI:8499,propranolol
ECTO:0001501,,CHEBI:85267,flumequine
ECTO:0001502,,CHEBI:85782,heptachlorobiphenyl
ECTO:0001503,,CHEBI:8674,pyrimethanil
ECTO:0001504,,CHEBI:87094,acid red 4
ECTO:0001505,,CHEBI:8736,(R)-(+)-propranolol
ECTO:0001506,,CHEBI:8746,(R)-salbutamol
ECTO:0001507,,CHEBI:8776,ranitidine
ECTO:0001508,,CHEBI:88173,brilliant green
ECTO:0001509,,CHEBI:88176,brilliant green cation
ECTO:0001510,,CHEBI:88191,Sirius red 4B
ECTO:0001512,,CHEBI:8866,rimsulfuron
ECTO:0001513,,CHEBI:90633,perfluorododecanoic acid
ECTO:0001514,,CHEBI:9241,spironolactone
ECTO:0001515,,CHEBI:9242,spiroxamine
ECTO:0001516,,CHEBI:9328,sulfadiazine
ECTO:0001517,,CHEBI:9332,sulfamethoxazole
ECTO:0001518,,CHEBI:9337,sulfathiazole
ECTO:0001519,,CHEBI:943,"2,6-dichlorobenzonitrile"
ECTO:0001520,,CHEBI:9434,telmisartan
ECTO:0001521,,CHEBI:9648,tramadol
ECTO:0001522,,CHEBI:9682,trichlopyr
ECTO:0001523,,CHEBI:9738,trimipramine
ECTO:0001524,,CHEBI:9927,valsartan
ECTO:0001525,,CHEBI:9943,venlafaxine
ECTO:0001526,,CHEBI:9948,verapamil
ECTO:0001527,,CHEBI:35484,phthalate ester
ECTO:0001528,,CHEBI:34786,Heptachlor epoxide
ECTO:0001529,,CHEBI:30304,antimony(0)
ECTO:0001530,,CHEBI:30440,thallium
ECTO:0001531,,CHEBI:33499,uranium
ECTO:0001532,,CHEBI:28266,fluorene
ECTO:0001533,,CHEBI:36015,"1,1,1-trichloroethane"
ECTO:0001534,,CHEBI:36026,"1,1,2,2-tetrachloroethane"
ECTO:0001535,,CHEBI:36018,"1,1,2-trichloroethane"
ECTO:0001536,,CHEBI:81599,"1,1-Dichloroethane"
ECTO:0001537,,CHEBI:34031,"1,1-dichloroethene"
ECTO:0001538,,CHEBI:34044,"1,2-Dibromo-3-chloropropane"
ECTO:0001539,,CHEBI:35290,"1,2-dichlorobenzene"
ECTO:0001541,,CHEBI:28805,"cis-1,2-dichloroethene"
ECTO:0001542,,CHEBI:29027,"trans-1,2-dichloroethene"
ECTO:0001543,,CHEBI:82163,"1,2-Dichloropropane"
ECTO:0001544,,CHEBI:89052,"2,5-Dimethylfuran"
ECTO:0001545,,CHEBI:47077,dibromomethane
ECTO:0001546,,CHEBI:39227,hexachloroethane
ECTO:0001547,,CHEBI:81584,"2,2',4,4'-Tetrabromodiphenyl ether"
ECTO:0001548,,CHEBI:81582,"2,2',4,4',5-Pentabromodiphenyl ether"
ECTO:0001549,,CHEBI:81534,"2,2',4,4',5,5'-Hexabromodiphenyl ether"
ECTO:0001550,,CHEBI:81535,"2,2',4,4',5,6'-Hexabromodiphenyl ether"
ECTO:0001551,,CHEBI:81537,"2,2',3,4,4',5',6-Heptabromodiphenyl ether"
ECTO:0001552,,CHEBI:85122,paraben
ECTO:0001553,,CHEBI:49706,perchlorate
ECTO:0001555,,CHEBI:28197,daidzein
ECTO:0001556,,CHEBI:81556,Enterodiol
ECTO:0001557,,CHEBI:81555,Enterolactone
ECTO:0001558,,CHEBI:34741,equol
ECTO:0001559,,CHEBI:88902,O-Desmethylangolensin
ECTO:0001560,,CHEBI:82392,Arsenobetaine
ECTO:0001561,,CHEBI:48765,dimethylarsinic acid
ECTO:0001563,,CHEBI:36919,antimony
ECTO:0001564,,CHEBI:37133,barium
ECTO:0001565,,CHEBI:33780,beryllium
ECTO:0001566,,CHEBI:22978,cadmium
ECTO:0001567,,CHEBI:33888,cobalt
ECTO:0001568,,CHEBI:23377,copper
ECTO:0001569,,CHEBI:33585,lead
ECTO:0001570,,CHEBI:25154,manganese
ECTO:0001571,,CHEBI:25196,mercury
ECTO:0001572,,CHEBI:25370,molybdenum
ECTO:0001573,,CHEBI:33364,platinum
ECTO:0001574,,CHEBI:26628,selenium
ECTO:0001575,,CHEBI:37131,strontium
ECTO:0001576,,CHEBI:27008,tin
ECTO:0001577,,CHEBI:33742,tungsten
ECTO:0001578,,CHEBI:27364,zinc
ECTO:0001581,,CHEBI:31835,methylparaben
ECTO:0001582,,CHEBI:29852,methylarsonic acid
ECTO:0001592,,CHEBI:39214,abamectin
ECTO:0001593,,CHEBI:34520,acephate
ECTO:0001594,,CHEBI:15343,acetaldehyde
ECTO:0001595,,CHEBI:27856,acetamide
ECTO:0001596,,CHEBI:38472,acetonitrile
ECTO:0001597,,CHEBI:27632,acetophenone
ECTO:0001598,,CHEBI:17356,2-acetamidofluorene
ECTO:0001599,,CHEBI:15368,acrolein
ECTO:0001600,,CHEBI:18308,acrylic acid
ECTO:0001601,,CHEBI:28217,acrylonitrile
ECTO:0001602,,CHEBI:2555,aldicarb
ECTO:0001603,,CHEBI:39118,(+)-trans-allethrin
ECTO:0001604,,CHEBI:16605,allyl alcohol
ECTO:0001605,,CHEBI:82379,Allyl chloride
ECTO:0001606,,CHEBI:28984,aluminium atom
ECTO:0001607,,CHEBI:38495,aluminium phosphide
ECTO:0001608,,CHEBI:30187,aluminium oxide
ECTO:0001609,,CHEBI:34258,2-Aminoanthraquinone
ECTO:0001610,,CHEBI:233869,4-(phenylazo)aniline
ECTO:0001611,,CHEBI:1784,biphenyl-4-amine
ECTO:0001612,,CHEBI:82382,1-Amino-2-methylanthraquinone
ECTO:0001613,,CHEBI:82304,"1-Amino-2,4-dibromoanthraquinone"
ECTO:0001614,,CHEBI:82076,anilazine
ECTO:0001615,,CHEBI:17296,aniline
ECTO:0001616,,CHEBI:82288,ortho-Anisidine
ECTO:0001617,,CHEBI:35298,anthracene
ECTO:0001618,,CHEBI:46661,asbestos
ECTO:0001619,,CHEBI:32594,barium atom
ECTO:0001620,,CHEBI:34556,bendiocarb
ECTO:0001621,,CHEBI:82273,Benzal chloride
ECTO:0001622,,CHEBI:28179,benzamide
ECTO:0001623,,CHEBI:80495,benzidine
ECTO:0001624,,CHEBI:82274,Benzotrichloride
ECTO:0001625,,CHEBI:82275,Benzoyl chloride
ECTO:0001626,,CHEBI:82405,Benzoyl peroxide
ECTO:0001627,,CHEBI:615597,benzyl chloride
ECTO:0001628,,CHEBI:30501,beryllium atom
ECTO:0001629,,CHEBI:3093,bifenthrin
ECTO:0001631,,CHEBI:82270,Bis(chloromethyl) ether
ECTO:0001632,,CHEBI:82409,Bis(2-chloro-1-methylethyl)ether
ECTO:0001633,,CHEBI:27086,tributylstannane
ECTO:0001634,,CHEBI:33093,boron trifluoride
ECTO:0001635,,CHEBI:84698,bromochlorodifluoromethane
ECTO:0001636,,CHEBI:38682,bromoform
ECTO:0001637,,CHEBI:39275,bromomethane
ECTO:0001638,,CHEBI:3193,Brucine
ECTO:0001639,,CHEBI:39478,"buta-1,3-diene"
ECTO:0001640,,CHEBI:3245,butyl acrylate
ECTO:0001641,,CHEBI:35687,butan-2-ol
ECTO:0001642,,CHEBI:45895,tert-butanol
ECTO:0001643,,CHEBI:15743,butanal
ECTO:0001644,,CHEBI:22977,cadmium atom
ECTO:0001645,,CHEBI:64301,calcium cyanamide
ECTO:0001646,,CHEBI:34608,captan
ECTO:0001647,,CHEBI:3390,carbaryl
ECTO:0001648,,CHEBI:34611,carbofuran
ECTO:0001649,,CHEBI:23012,carbon disulfide
ECTO:0001650,,CHEBI:16573,carbonyl sulfide
ECTO:0001651,,CHEBI:3405,carboxin
ECTO:0001652,,CHEBI:18135,catechol
ECTO:0001653,,CHEBI:34620,quinomethionate
ECTO:0001654,,CHEBI:82183,Chloramben
ECTO:0001655,,CHEBI:76603,chlorendic acid
ECTO:0001656,,CHEBI:47319,ethyl 2-{[(4-chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}benzoate
ECTO:0001657,,CHEBI:23116,chlorine atom
ECTO:0001658,,CHEBI:52357,chlorine dioxide
ECTO:0001659,,CHEBI:27869,chloroacetic acid
ECTO:0001660,,CHEBI:59607,quaternium-15
ECTO:0001661,,CHEBI:20331,4-chloroaniline
ECTO:0001662,,CHEBI:34626,Chlorobenzilate
ECTO:0001663,,CHEBI:82417,Chlorodifluoromethane
ECTO:0001664,,CHEBI:47554,chloroethane
ECTO:0001665,,CHEBI:35255,chloroform
ECTO:0001666,,CHEBI:36014,chloromethane
ECTO:0001667,,CHEBI:82271,Chloromethyl methyl ether
ECTO:0001668,,CHEBI:39285,chloropicrin
ECTO:0001669,,CHEBI:39481,chloroprene
ECTO:0001670,,CHEBI:3639,chlorothalonil
ECTO:0001671,,CHEBI:23237,chromium molecular entity
ECTO:0001672,,CHEBI:82471,Guinea Green B
ECTO:0001673,,CHEBI:82534,Sudan II
ECTO:0001674,,CHEBI:82285,ortho-Aminoazotoluene
ECTO:0001675,,CHEBI:30958,Sudan I
ECTO:0001676,,CHEBI:51874,auramine O free base
ECTO:0001677,,CHEBI:82548,Vat Yellow 4
ECTO:0001678,,CHEBI:27638,cobalt atom
ECTO:0001679,,CHEBI:82307,para-Cresidine
ECTO:0001680,,CHEBI:17231,m-cresol
ECTO:0001681,,CHEBI:28054,o-cresol
ECTO:0001682,,CHEBI:17847,p-cresol
ECTO:0001683,,CHEBI:25399,cresol
ECTO:0001684,,CHEBI:41607,crotonaldehyde
ECTO:0001686,,CHEBI:81955,Cycloate
ECTO:0001687,,CHEBI:29005,cyclohexane
ECTO:0001688,,CHEBI:18099,cyclohexanol
ECTO:0001689,,CHEBI:4034,cyfluthrin
ECTO:0001690,,CHEBI:4035,cyhalothrin
ECTO:0001691,,CHEBI:19351,"(2,4-dichlorophenoxy)acetate"
ECTO:0001692,,CHEBI:75212,dazomet
ECTO:0001693,,CHEBI:73173,"2,4-DB"
ECTO:0001694,,CHEBI:82436,Decabromodiphenyl oxide
ECTO:0001695,,CHEBI:82309,"2,4-Diaminoanisole"
ECTO:0001696,,CHEBI:34237,"2,4-diaminotoluene"
ECTO:0001697,,CHEBI:73716,diazomethane
ECTO:0001698,,CHEBI:28145,dibenzofuran
ECTO:0001699,,CHEBI:28534,"1,2-dibromoethane"
ECTO:0001700,,CHEBI:27864,"2,6-dichloro-4-nitroaniline"
ECTO:0001701,,CHEBI:36693,"1,3-dichlorobenzene"
ECTO:0001702,,CHEBI:28618,"1,4-dichlorobenzene"
ECTO:0001703,,CHEBI:23697,dichlorobenzene
ECTO:0001704,,CHEBI:82315,"3,3'-Dichlorobenzidine"
ECTO:0001705,,CHEBI:82446,"trans-1,4-Dichlorobutene"
ECTO:0001706,,CHEBI:18882,"1,2-dichloroethene"
ECTO:0001707,,CHEBI:28078,4-chlorophenol
ECTO:0001708,,CHEBI:16738,"2,4-dichlorophenol"
ECTO:0001709,,CHEBI:18624,"(E)-1,3-dichloropropene"
ECTO:0001710,,CHEBI:34690,dichlorvos
ECTO:0001711,,CHEBI:4510,Diclofop methyl
ECTO:0001712,,CHEBI:34692,dicofol
ECTO:0001713,,CHEBI:34695,Dicyclopentadiene
ECTO:0001714,,CHEBI:23704,diepoxybutane
ECTO:0001715,,CHEBI:28123,diethanolamine
ECTO:0001716,,CHEBI:34699,diethyl sulfate
ECTO:0001717,,CHEBI:34703,diflubenzuron
ECTO:0001718,,CHEBI:82318,Diglycidyl resorcinol ether
ECTO:0001719,,CHEBI:82319,Dihydrosafrole
ECTO:0001720,,CHEBI:81912,Dimethipin
ECTO:0001721,,CHEBI:82321,"3,3'-Dimethoxybenzidine"
ECTO:0001722,,CHEBI:17170,dimethylamine
ECTO:0001723,,CHEBI:16269,"N,N-dimethylaniline"
ECTO:0001724,,CHEBI:34320,"3,3'-Dimethylbenzidine"
ECTO:0001725,,CHEBI:17741,"N,N-dimethylformamide"
ECTO:0001726,,CHEBI:34241,"2,4-Dimethylphenol"
ECTO:0001727,,CHEBI:4609,Dimethyl phthalate
ECTO:0001728,,CHEBI:59050,dimethyl sulfate
ECTO:0001729,,CHEBI:51397,"1,3-dinitrobenzene"
ECTO:0001730,,CHEBI:34053,"1,2-dinitrobenzene"
ECTO:0001731,,CHEBI:51398,"1,4-dinitrobenzene"
ECTO:0001732,,CHEBI:39349,"4,6-dinitro-o-cresol"
ECTO:0001733,,CHEBI:42017,"2,4-dinitrophenol"
ECTO:0001734,,CHEBI:920,"2,4-dinitrotoluene"
ECTO:0001735,,CHEBI:957,"2,6-dinitrotoluene"
ECTO:0001736,,CHEBI:23822,dinitrotoluene
ECTO:0001737,,CHEBI:83379,dinocap
ECTO:0001738,,CHEBI:47032,"1,4-dioxane"
ECTO:0001739,,CHEBI:81915,Diphenamid
ECTO:0001740,,CHEBI:4640,diphenylamine
ECTO:0001741,,CHEBI:27924,phenylhydrazine
ECTO:0001742,,CHEBI:74880,1-dodecylguanidine
ECTO:0001743,,CHEBI:37144,epichlorohydrin
ECTO:0001744,,CHEBI:38665,ethoprophos
ECTO:0001745,,CHEBI:46788,2-ethoxyethanol
ECTO:0001746,,CHEBI:82327,Ethyl acrylate
ECTO:0001747,,CHEBI:4738,EPTC
ECTO:0001748,,CHEBI:30742,ethylene glycol
ECTO:0001749,,CHEBI:30969,aziridine
ECTO:0001750,,CHEBI:27561,oxirane
ECTO:0001751,,CHEBI:38677,famphur
ECTO:0001752,,CHEBI:4998,fenarimol
ECTO:0001753,,CHEBI:39294,fenbutatin oxide
ECTO:0001754,,CHEBI:5008,Fenoxaprop ethyl
ECTO:0001755,,CHEBI:39353,fenpropathrin
ECTO:0001756,,CHEBI:34761,fenthion
ECTO:0001757,,CHEBI:5014,fenvalerate
ECTO:0001758,,CHEBI:5015,ferbam
ECTO:0001759,,CHEBI:5097,Fluazifop butyl
ECTO:0001760,,CHEBI:82012,Fluometuron
ECTO:0001761,,CHEBI:24061,fluorine atom
ECTO:0001762,,CHEBI:5135,fluvalinate
ECTO:0001763,,CHEBI:82019,folpet
ECTO:0001764,,CHEBI:81925,Fomesafen
ECTO:0001765,,CHEBI:35559,furan
ECTO:0001766,,CHEBI:30966,glycidol
ECTO:0001767,,CHEBI:5691,"Hexachloro-1,3-butadiene"
ECTO:0001768,,CHEBI:5693,hexachlorophene
ECTO:0001769,,CHEBI:24565,hexamethylphosphoric triamide
ECTO:0001770,,CHEBI:5705,Hexazinone
ECTO:0001771,,CHEBI:2630,hydramethylnon
ECTO:0001772,,CHEBI:15571,hydrazine
ECTO:0001773,,CHEBI:17883,hydrogen chloride
ECTO:0001774,,CHEBI:18407,hydrogen cyanide
ECTO:0001775,,CHEBI:29228,hydrogen fluoride
ECTO:0001776,,CHEBI:17594,hydroquinone
ECTO:0001777,,CHEBI:81927,enilconazole
ECTO:0001778,,CHEBI:30251,pentacarbonyliron
ECTO:0001779,,CHEBI:48943,isobutyraldehyde
ECTO:0001780,,CHEBI:82100,Isodrin
ECTO:0001781,,CHEBI:35194,isoprene
ECTO:0001782,,CHEBI:17824,propan-2-ol
ECTO:0001783,,CHEBI:6054,Isosafrole
ECTO:0001784,,CHEBI:50127,trifluoromethyl group
ECTO:0001785,,CHEBI:25016,lead atom
ECTO:0001786,,CHEBI:6504,lithium carbonate
ECTO:0001787,,CHEBI:6651,malathion
ECTO:0001788,,CHEBI:474859,maleic anhydride
ECTO:0001789,,CHEBI:33186,malononitrile
ECTO:0001790,,CHEBI:52497,maneb
ECTO:0001791,,CHEBI:18291,manganese atom
