cause,causeLabel,exposure,exposureLabel,symptom,symptomLabel,route,routeLabel
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q21109189,Visual disturbance,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q21118175,restlessness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q21119562,loss of balance,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q21402592,agitation,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q77776,Irritation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q101991,inflammation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q167844,conjunctivitis,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q2610154,red eye,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q21110038,corneal opacity,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q21111972,eye irritation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q12144,Nicotine,http://www.wikidata.org/entity/Q7030575,nicotine poisoning,http://www.wikidata.org/entity/Q21119839,eye pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q1166142,erythema,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q2610154,red eye,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q40878,diarrhea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q61457,acetaldehyde,http://www.wikidata.org/entity/Q21167507,acetaldehyde exposure,http://www.wikidata.org/entity/Q35805,cough,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q183425,abdominal pain,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q2141836,chemical burn,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q2610154,red eye,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q4930803,blurred vision,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q1166142,erythema,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q557945,mental confusion,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q3529328,Labored breathing,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q84062,Adiponitrile,http://www.wikidata.org/entity/Q21167655,adiponitrile exposure,http://www.wikidata.org/entity/Q21117198,convulsions,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q26075,hydrogen cyanide,http://www.wikidata.org/entity/Q21174754,hydrogen cyanide exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q26075,hydrogen cyanide,http://www.wikidata.org/entity/Q21174754,hydrogen cyanide exposure,http://www.wikidata.org/entity/Q10874,blindness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q26075,hydrogen cyanide,http://www.wikidata.org/entity/Q21174754,hydrogen cyanide exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q26075,hydrogen cyanide,http://www.wikidata.org/entity/Q21174754,hydrogen cyanide exposure,http://www.wikidata.org/entity/Q154430,anxiety,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q26075,hydrogen cyanide,http://www.wikidata.org/entity/Q21174754,hydrogen cyanide exposure,http://www.wikidata.org/entity/Q159557,coma,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q101991,inflammation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q948806,hyperaemia,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q17320222,lacrimation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q18554331,retinal perforation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q21402601,clouding of the corneas,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q1166142,erythema,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q1350326,frostbite,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q2141836,chemical burn,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q21112290,skin irritation,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q35805,cough,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q105688,hypoxia,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q188008,dyspnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q275419,hypotension,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q279330,Bronchospasm,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q570920,Tachypnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q693058,chest pain,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q857667,pulmonary edema,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q1292082,sore throat,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q1324592,laryngospasm,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q19275831,choking,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q21112283,respiratory irritation,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q21120220,dry throat,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q189090,phosgene,http://www.wikidata.org/entity/Q21175051,phosgene exposure,http://www.wikidata.org/entity/Q21402561,vascular collapse,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q35805,cough,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q1292082,sore throat,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q2610154,red eye,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q1166142,erythema,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q1166142,erythema,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q192120,cyanosis,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q209583,tachycardia,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q633403,weakness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q3529328,Labored breathing,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q21117198,convulsions,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q81938,pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q2610154,red eye,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q86,headache,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q192120,cyanosis,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q209583,tachycardia,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q633403,weakness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q3529328,Labored breathing,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q186414,aniline,http://www.wikidata.org/entity/Q21167800,aniline exposure,http://www.wikidata.org/entity/Q21117198,convulsions,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q177342,aluminium oxide,http://www.wikidata.org/entity/Q21167702,aluminium oxide exposure,http://www.wikidata.org/entity/Q2610154,red eye,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q177342,aluminium oxide,http://www.wikidata.org/entity/Q21167702,aluminium oxide exposure,http://www.wikidata.org/entity/Q21111972,eye irritation,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q177342,aluminium oxide,http://www.wikidata.org/entity/Q21167702,aluminium oxide exposure,http://www.wikidata.org/entity/Q35805,cough,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q177342,aluminium oxide,http://www.wikidata.org/entity/Q21167702,aluminium oxide exposure,http://www.wikidata.org/entity/Q21112283,respiratory irritation,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q40878,diarrhea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q633403,weakness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q754424,apnea,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q852376,seizure,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q1397878,fasciculation,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q2673323,malaise,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q3026331,Diaphoresis,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q5456583,flaccid paralysis,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q40878,diarrhea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q183425,abdominal pain,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q2006818,cramp,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q167844,conjunctivitis,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q596899,miosis,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q737460,visual impairment,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q4930803,blurred vision,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q21119839,eye pain,http://www.wikidata.org/entity/Q21074571,eye contact
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q4375,Bronchoconstriction,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q188008,dyspnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q596899,miosis,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q754424,apnea,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q852376,seizure,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q857667,pulmonary edema,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q1115038,runny nose,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q1397878,fasciculation,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q5456583,flaccid paralysis,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q187695,sarin,http://www.wikidata.org/entity/Q21733383,sarin exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q10268830,inhalation
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q127076,vomiting,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q186889,nausea,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q188543,ammonium chloride,http://www.wikidata.org/entity/Q21167776,ammonium chloride exposure,http://www.wikidata.org/entity/Q1292082,sore throat,http://www.wikidata.org/entity/Q1663054,ingestion
http://www.wikidata.org/entity/Q2270,benzene,http://www.wikidata.org/entity/Q21167939,benzene exposure,http://www.wikidata.org/entity/Q2141836,chemical burn,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q2270,benzene,http://www.wikidata.org/entity/Q21167939,benzene exposure,http://www.wikidata.org/entity/Q10916362,dizziness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q2270,benzene,http://www.wikidata.org/entity/Q21167939,benzene exposure,http://www.wikidata.org/entity/Q18356391,unconsciousness,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q2270,benzene,http://www.wikidata.org/entity/Q21167939,benzene exposure,http://www.wikidata.org/entity/Q21112283,respiratory irritation,http://www.wikidata.org/entity/Q4669896,skin absorption
http://www.wikidata.org/entity/Q2270,benzene,http://www.wikidata.org/entity/Q21167939,benzene exposure,http://www.wikidata.org/entity/Q21116761,vesication,http://www.wikidata.org/entity/Q4669896,skin absorption
