#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2021-04-20"
#curie_map:
#  BFO: "http://purl.obolibrary.org/obo/BFO_"
#  CHEBI: "http://purl.obolibrary.org/obo/CHEBI_"
#  ECTO: "http://purl.obolibrary.org/obo/ECTO_"
#  ENVO: "http://purl.obolibrary.org/obo/ENVO_"
#  FOODON: "http://purl.obolibrary.org/obo/FOODON_"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  IAO: "http://purl.obolibrary.org/obo/IAO_"
#  MAXO: "http://purl.obolibrary.org/obo/MAXO_"
#  MRE: "http://purl.obolibrary.org/obo/MRE_"
#  NBO: "http://purl.obolibrary.org/obo/NBO_"
#  NCBITaxon: "http://purl.obolibrary.org/obo/NCBITaxon_"
#  NCIT: "http://purl.obolibrary.org/obo/NCIT_"
#  PATO: "http://purl.obolibrary.org/obo/PATO_"
#  PCO: "http://purl.obolibrary.org/obo/PCO_"
#  PECO: "http://purl.obolibrary.org/obo/PECO_"
#  RO: "http://purl.obolibrary.org/obo/RO_"
#  XCO: "http://purl.obolibrary.org/obo/XCO_"
#  ZECO: "http://purl.obolibrary.org/obo/ZECO_"
#  oio: "http://www.geneontology.org/formats/oboInOwl#"
#  owl: "http://www.w3.org/2002/07/owl#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
ECTO:9000428	exposure to decane	owl:equivalentClass	GO:1902782	response to decane	Lexical	ECTO	GO	rdf_matcher	0.5000616814707135	rdfs:label	rdfs:label	none	none	decane	unique	.
XCO:0000612	Endothelin-1	owl:equivalentClass	GO:1990839	response to endothelin	Lexical	XCO	GO	rdf_matcher	0.5000672809712609	rdfs:label	rdfs:label	none	none	endolin	unique	.
ECTO:2000017	exposure to antidepressants	owl:equivalentClass	GO:0036276	response to antidepressant	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000440477668364	rdfs:label	rdfs:label	none	none	antidepress	many_to_one	.
ECTO:2000017	exposure to antidepressants	owl:equivalentClass	XCO:0000561	antidepressant	Lexical|Stemming	ECTO	XCO	rdf_matcher	0.5000050714003119	rdfs:label	rdfs:label	none	none	antidepress	many_to_one	.
NCIT:C167371	GDC Coal Dust Exposure Terminology	owl:equivalentClass	ECTO:7000005	exposure to coal dust	Lexical	NCIT	ECTO	rdf_matcher	0.5000601656880408	oio:hasExactSynonym	oio:hasExactSynonym	none	none	coaldust	unique	.
CHEBI:27899		owl:equivalentClass	XCO:0000398	cisplatin	Lexical	CHEBI	XCO	rdf_matcher	0.5000072095874237	dc:identifier	oio:hasDbXref	none	none	CHEBI:27899	one_to_many	.
CHEBI:27899		owl:equivalentClass	XCO:0000403	controlled cisplatin content diet	Lexical	CHEBI	XCO	rdf_matcher	0.5000582505252947	dc:identifier	oio:hasDbXref	none	none	CHEBI:27899	one_to_many	.
CHEBI:27899		owl:equivalentClass	XCO:0000405	controlled cisplatin content drinking water	Lexical	CHEBI	XCO	rdf_matcher	0.5000243492236771	dc:identifier	oio:hasDbXref	none	none	CHEBI:27899	one_to_many	.
GO:1903840	response to arsenite(3-)	owl:equivalentClass	ECTO:9000446	exposure to arsenite(3-)	Lexical|Stemming	GO	ECTO	rdf_matcher	0.5000667235625557	rdfs:label	rdfs:label	none	none	arsenite(3-)	unique	.
NCIT:C163673	Methiocarb	owl:equivalentClass	ECTO:9000672	exposure to methiocarb	Lexical	NCIT	ECTO	rdf_matcher	0.5000978361722488	oio:hasExactSynonym	rdfs:label	none	none	methiocarb	unique	.
NCIT:C163640	Chloropicrin	owl:equivalentClass	ECTO:9001032	exposure to chloropicrin	Lexical|Stemming	NCIT	ECTO	rdf_matcher	0.5000976272089073	rdfs:label	oio:hasExactSynonym	none	none	chloropicrin	unique	.
NCIT:C44295	1,2,3-Trichloropropane	owl:equivalentClass	ECTO:9001288	exposure to 1,2,3-Trichloropropane	Lexical|Stemming	NCIT	ECTO	rdf_matcher	0.5000898333117624	rdfs:label	oio:hasExactSynonym	none	none	1,2,3-trichloropropan	unique	.
GO:0045471	response to ethanol	owl:equivalentClass	ECTO:9000027	exposure to ethanol	Lexical|Stemming	GO	ECTO	rdf_matcher	0.5000558786184255	rdfs:label	rdfs:label	none	none	ethanol	unique	.
GO:0045471	response to ethanol	owl:equivalentClass	XCO:0000070	alcoholic drink	Lexical|Stemming	GO	XCO	rdf_matcher	0.5000881167227764	rdfs:label	oio:hasRelatedSynonym	none	none	ethanol	one_to_many	.
GO:0045471	response to ethanol	owl:equivalentClass	XCO:0000325	ethanol	Lexical|Stemming	GO	XCO	rdf_matcher	0.5000817949155802	rdfs:label	rdfs:label	none	none	ethanol	one_to_many	.
MRE:0000201	Exposure to genistein	owl:equivalentClass	ECTO:9000232	exposure to genistein	Lexical	MRE	ECTO	rdf_matcher	0.5000909201708096	rdfs:label	oio:hasExactSynonym	none	none	genistein	unique	.
MRE:0000201	Exposure to genistein	owl:equivalentClass	GO:0033595	response to genistein	Lexical	MRE	GO	rdf_matcher	0.5000377349354413	rdfs:label	rdfs:label	none	none	genistein	unique	.
GO:0000302	response to reactive oxygen species	owl:equivalentClass	ECTO:9000150	exposure to reactive oxygen species	Lexical|Stemming	GO	ECTO	rdf_matcher	0.5000766360076122	rdfs:label	rdfs:label	none	none	reactive oxygen speci	unique	.
GO:1902438	response to vanadate(3-)	owl:equivalentClass	ECTO:9000416	exposure to vanadate(3-)	Lexical	GO	ECTO	rdf_matcher	0.5000918366346149	rdfs:label	rdfs:label	none	none	3vanadate	unique	.
PECO:0007409	brassinosteroid exposure	owl:equivalentClass	ECTO:9000161	exposure to brassinosteroid	Lexical|Stemming	PECO	ECTO	rdf_matcher	0.5000965547657419	rdfs:label	rdfs:label	none	none	brassinosteroid	unique	.
PECO:0007409	brassinosteroid exposure	owl:equivalentClass	GO:0009741	response to brassinosteroid	Lexical	PECO	GO	rdf_matcher	0.5000639798250969	rdfs:label	rdfs:label	none	none	brassinosteroid	unique	.
ECTO:9000444	exposure to L-arginine	owl:equivalentClass	GO:1903576	response to L-arginine	Lexical	ECTO	GO	rdf_matcher	0.5000918497232835	oio:hasExactSynonym	rdfs:label	none	none	argininel	unique	.
ECTO:9000537	exposure to ciprofloxacin	owl:equivalentClass	NCIT:C375	Ciprofloxacin	Lexical	ECTO	NCIT	rdf_matcher	0.5000963943911924	rdfs:label	oio:hasExactSynonym	none	none	ciprofloxacin	unique	.
GO:1904585	response to putrescine	owl:equivalentClass	ECTO:9000486	exposure to putrescine	Lexical	GO	ECTO	rdf_matcher	0.5000992271991735	rdfs:label	rdfs:label	none	none	putrescine	unique	.
ECTO:9000270	exposure to morphine	owl:equivalentClass	GO:0043278	response to morphine	Lexical	ECTO	GO	rdf_matcher	0.5000956175231116	oio:hasExactSynonym	rdfs:label	none	none	morphine	unique	.
ECTO:9000270	exposure to morphine	owl:equivalentClass	XCO:0000610	morphine	Lexical|Stemming	ECTO	XCO	rdf_matcher	0.5000449202403685	rdfs:label	rdfs:label	none	none	morphin	unique	.
ECTO:9000342	exposure to histidine	owl:equivalentClass	GO:0080052	response to histidine	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000881181457526	oio:hasExactSynonym	rdfs:label	none	none	histidin	unique	.
GO:1903937	response to acrylamide	owl:equivalentClass	ECTO:9000451	exposure to acrylamide	Lexical|Stemming	GO	ECTO	rdf_matcher	0.50008171313266	rdfs:label	oio:hasExactSynonym	none	none	acrylamid	unique	.
GO:1903937	response to acrylamide	owl:equivalentClass	NCIT:C44329	Acrylamide	Lexical	GO	NCIT	rdf_matcher	0.5000946512696406	rdfs:label	oio:hasExactSynonym	none	none	acrylamide	unique	.
NCIT:C163709	Tetraethyl Pyrophosphate	owl:equivalentClass	ECTO:9001607	exposure to TEPP	Lexical	NCIT	ECTO	rdf_matcher	0.5000479722965172	oio:hasExactSynonym	oio:hasExactSynonym	none	none	tepp	unique	.
XCO:0000329	controlled deoxycorticosterone content saline drink	owl:equivalentClass	CHEBI:16973		Lexical	XCO	CHEBI	rdf_matcher	0.5000021116329503	oio:hasDbXref	dc:identifier	none	CHEBI:16973	CHEBI:16973	many_to_one	.
GO:0010225	response to UV-C	owl:equivalentClass	PECO:0007129	UV-C light exposure	Lexical	GO	PECO	rdf_matcher	0.5000547475641397	rdfs:label	oio:hasExactSynonym	none	none	cuv	unique	.
GO:0017085	response to insecticide	owl:equivalentClass	ECTO:9000089	exposure to insecticide	Lexical	GO	ECTO	rdf_matcher	0.5000953279676413	rdfs:label	oio:hasExactSynonym	none	none	insecticide	unique	.
GO:0017085	response to insecticide	owl:equivalentClass	PECO:0007632	insecticide exposure	Lexical	GO	PECO	rdf_matcher	0.5000894414509701	rdfs:label	rdfs:label	none	none	insecticide	unique	.
ECTO:9000945	exposure to lead	owl:equivalentClass	MRE:0000116	Exposure to lead	Lexical	ECTO	MRE	rdf_matcher	0.5000652395430377	rdfs:label	rdfs:label	none	none	exposure to lead	unique	.
ECTO:9000945	exposure to lead	owl:equivalentClass	NCIT:C44396	Lead Metal	Lexical|Stemming	ECTO	NCIT	rdf_matcher	0.5000880157138183	rdfs:label	oio:hasExactSynonym	none	none	lead	unique	.
ECTO:9001375	exposure to isoprenaline	owl:equivalentClass	XCO:0000256	isoproterenol	Lexical|Stemming	ECTO	XCO	rdf_matcher	0.5000936060467729	oio:hasExactSynonym	oio:hasExactSynonym	none	none	isoprenalin	unique	.
ECTO:9000977	exposure to 1-Amino-2-methylanthraquinone	owl:equivalentClass	NCIT:C44302	1-Amino-2-methylanthraquinone	Lexical	ECTO	NCIT	rdf_matcher	0.5000970869294392	rdfs:label	rdfs:label	none	none	1aminomethylanthraquinone	unique	.
ECTO:9000462	exposure to desipramine	owl:equivalentClass	GO:1904307	response to desipramine	Lexical	ECTO	GO	rdf_matcher	0.5000787919705096	oio:hasExactSynonym	rdfs:label	none	none	desipramine	unique	.
ZECO:0000189	hypoxia	owl:equivalentClass	GO:0001666	response to hypoxia	Lexical	ZECO	GO	rdf_matcher	0.5000958348880553	rdfs:label	rdfs:label	none	none	hypoxia	unique	.
PECO:0007539	formaldehyde exposure	owl:equivalentClass	ECTO:0000439	exposure to formaldehyde	Lexical	PECO	ECTO	rdf_matcher	0.5000717212668511	oio:hasNarrowSynonym	rdfs:label	none	none	formaldehyde	unique	.
PECO:0007539	formaldehyde exposure	owl:equivalentClass	GO:1904404	response to formaldehyde	Lexical	PECO	GO	rdf_matcher	0.5000503730873054	oio:hasNarrowSynonym	rdfs:label	none	none	formaldehyde	unique	.
GO:1903350	response to dopamine	owl:equivalentClass	ECTO:9000434	exposure to dopamine	Lexical|Stemming	GO	ECTO	rdf_matcher	0.5000731305799584	rdfs:label	oio:hasExactSynonym	none	none	dopamin	unique	.
GO:1901326	response to tetracycline	owl:equivalentClass	ECTO:9000364	exposure to tetracycline	Lexical|Stemming	GO	ECTO	rdf_matcher	0.5000597414953653	rdfs:label	oio:hasExactSynonym	none	none	tetracyclin	unique	.
GO:1901326	response to tetracycline	owl:equivalentClass	XCO:0000672	tetracyclines	Lexical|Stemming	GO	XCO	rdf_matcher	0.5000234993484511	rdfs:label	rdfs:label	none	none	tetracyclin	unique	.
ECTO:9002146	exposure to acids	owl:equivalentClass	GO:0010447	response to acidic pH	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000981233220603	oio:hasExactSynonym	oio:hasBroadSynonym	none	none	acid	one_to_many	.
ECTO:9002146	exposure to acids	owl:equivalentClass	ZECO:0000201	acidic	Lexical|Stemming	ECTO	ZECO	rdf_matcher	0.5000806490448151	oio:hasExactSynonym	rdfs:label	none	none	acid	unique	.
ECTO:9002146	exposure to acids	owl:equivalentClass	GO:0001101	response to acid chemical	Lexical	ECTO	GO	rdf_matcher	0.5000578848676801	oio:hasExactSynonym	oio:hasBroadSynonym	none	none	acid	one_to_many	.
GO:0071548	response to dexamethasone	owl:equivalentClass	ECTO:9000314	exposure to dexamethasone	Lexical|Stemming	GO	ECTO	rdf_matcher	0.500064491497569	rdfs:label	rdfs:label	none	none	dexamethason	unique	.
GO:0071548	response to dexamethasone	owl:equivalentClass	XCO:0000372	dexamethasone	Lexical|Stemming	GO	XCO	rdf_matcher	0.5000855265976806	rdfs:label	rdfs:label	none	none	dexamethason	unique	.
ECTO:9001272	exposure to 4,4'-Thiodianiline	owl:equivalentClass	NCIT:C44322	4,4-Thiodianiline	Lexical|Stemming	ECTO	NCIT	rdf_matcher	0.5000838204118954	oio:hasExactSynonym	oio:hasExactSynonym	none	none	4,4'-thiodianilin	unique	.
XCO:0000393	1,2-dimethylhydrazine	owl:equivalentClass	ECTO:9001379	exposure to 1,2-dimethylhydrazine	Lexical|Stemming	XCO	ECTO	rdf_matcher	0.5000671288316165	rdfs:label	oio:hasExactSynonym	none	none	1,2-dimethylhydrazin	unique	.
XCO:0000393	1,2-dimethylhydrazine	owl:equivalentClass	CHEBI:73755		Lexical	XCO	CHEBI	rdf_matcher	0.500046405770535	oio:hasDbXref	dc:identifier	none	CHEBI:73755	CHEBI:73755	unique	.
NCIT:C29791	2-Acetylaminofluorene	owl:equivalentClass	XCO:0000208	2-acetamidofluorene	Lexical	NCIT	XCO	rdf_matcher	0.5000993626542098	rdfs:label	oio:hasRelatedSynonym	none	none	2acetylaminofluorene	unique	.
PECO:0007001	UV-B light exposure	owl:equivalentClass	GO:0010224	response to UV-B	Lexical|Stemming	PECO	GO	rdf_matcher	0.5000372959620614	oio:hasExactSynonym	rdfs:label	none	none	uv-b	unique	.
GO:0034285	response to disaccharide	owl:equivalentClass	XCO:0000431	disaccharide	Lexical|Stemming	GO	XCO	rdf_matcher	0.5000031166785699	rdfs:label	rdfs:label	none	none	disaccharid	unique	.
GO:0034285	response to disaccharide	owl:equivalentClass	ECTO:9000240	exposure to disaccharide	Lexical	GO	ECTO	rdf_matcher	0.5000623516376825	rdfs:label	oio:hasExactSynonym	none	none	disaccharide	unique	.
GO:0034285	response to disaccharide	owl:equivalentClass	PECO:0001014	disaccharide exposure	Lexical	GO	PECO	rdf_matcher	0.5000738201586131	rdfs:label	oio:hasNarrowSynonym	none	none	disaccharide	unique	.
ECTO:9000231	exposure to hydroxyisoflavone	owl:equivalentClass	GO:0033594	response to hydroxyisoflavone	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000940981406051	oio:hasExactSynonym	rdfs:label	none	none	hydroxyisoflavon	unique	.
ECTO:9001359	exposure to sulfonamide	owl:equivalentClass	XCO:0000123	sulfonamide	Lexical	ECTO	XCO	rdf_matcher	0.5000981686699847	oio:hasExactSynonym	rdfs:label	none	none	sulfonamide	unique	.
XCO:0000196	glybenclamide	owl:equivalentClass	ECTO:9001371	exposure to glyburide	Lexical|Stemming	XCO	ECTO	rdf_matcher	0.5000918126350112	oio:hasExactSynonym	rdfs:label	none	none	glyburid	unique	.
XCO:0000196	glybenclamide	owl:equivalentClass	CHEBI:5441		Lexical	XCO	CHEBI	rdf_matcher	0.5000988401706218	oio:hasDbXref	dc:identifier	none	CHEBI:5441	CHEBI:5441	unique	.
CHEBI:76329		owl:equivalentClass	XCO:0000207	3-methyl-4'-dimethylaminoazobenzene	Lexical	CHEBI	XCO	rdf_matcher	0.5000946561435664	dc:identifier	oio:hasDbXref	CHEBI:76329	none	CHEBI:76329	one_to_many	.
CHEBI:76329		owl:equivalentClass	XCO:0000439	controlled 3-methyl-4'-dimethylaminoazobenzene content drinking water	Lexical	CHEBI	XCO	rdf_matcher	0.5000789585318793	dc:identifier	oio:hasDbXref	CHEBI:76329	none	CHEBI:76329	one_to_many	.
CHEBI:76329		owl:equivalentClass	XCO:0000440	controlled 3-methyl-4'-dimethylaminoazobenzene content diet	Lexical	CHEBI	XCO	rdf_matcher	0.5000736659797176	dc:identifier	oio:hasDbXref	CHEBI:76329	none	CHEBI:76329	one_to_many	.
GO:1901594	response to capsazepine	owl:equivalentClass	ECTO:9000398	exposure to capsazepine	Lexical	GO	ECTO	rdf_matcher	0.5000807758955074	rdfs:label	rdfs:label	none	none	capsazepine	unique	.
GO:1901594	response to capsazepine	owl:equivalentClass	XCO:0000638	Capsazepine	Lexical	GO	XCO	rdf_matcher	0.5000629011406874	rdfs:label	rdfs:label	none	none	capsazepine	unique	.
PECO:0007517	2-methoxyethanol exposure	owl:equivalentClass	ECTO:9000065	exposure to 2-methoxyethanol	Lexical	PECO	ECTO	rdf_matcher	0.5000852949534681	rdfs:label	oio:hasExactSynonym	none	none	2methoxyethanol	unique	.
ECTO:9000359	exposure to clozapine	owl:equivalentClass	GO:0097338	response to clozapine	Lexical	ECTO	GO	rdf_matcher	0.500095110620541	rdfs:label	rdfs:label	none	none	clozapine	unique	.
NCIT:C28140	Chlorine	owl:equivalentClass	ECTO:9000077	exposure to chlorine	Lexical	NCIT	ECTO	rdf_matcher	0.5000897962484928	oio:hasExactSynonym	rdfs:label	none	none	chlorine	unique	.
XCO:0000046	infrared radiation exposure	owl:equivalentClass	NCIT:C15313	Radiation Therapy	Lexical	XCO	NCIT	rdf_matcher	0.500025618631671	oio:hasExactSynonym	oio:hasExactSynonym	none	none	irradiation	many_to_many	.
XCO:0000046	infrared radiation exposure	owl:equivalentClass	ECTO:8000049	exposure to infrared radiation	Lexical	XCO	ECTO	rdf_matcher	0.5000966595220298	rdfs:label	rdfs:label	none	none	infraredradiation	unique	.
CHEBI:48864		owl:equivalentClass	PECO:0007267	benzothiadiazole exposure	Lexical	CHEBI	PECO	rdf_matcher	0.500003205006451	dc:identifier	oio:hasDbXref	none	none	CHEBI:48864	unique	.
ECTO:9001322	exposure to 4-Nitropyrene	owl:equivalentClass	NCIT:C44325	4-Nitropyrene	Lexical|Stemming	ECTO	NCIT	rdf_matcher	0.5000918672407146	rdfs:label	oio:hasExactSynonym	none	none	4-nitropyren	unique	.
GO:1901325	response to antimycin A	owl:equivalentClass	ECTO:9000363	exposure to antimycin A	Lexical|Stemming	GO	ECTO	rdf_matcher	0.500070170330446	rdfs:label	rdfs:label	none	none	antimycin a	unique	.
ECTO:9000310	exposure to cholesterol	owl:equivalentClass	GO:0070723	response to cholesterol	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000632305549523	oio:hasExactSynonym	rdfs:label	none	none	cholesterol	unique	.
ECTO:9001288	exposure to 1,2,3-Trichloropropane	owl:equivalentClass	NCIT:C44295	1,2,3-Trichloropropane	Lexical|Stemming	ECTO	NCIT	rdf_matcher	0.500087769198359	rdfs:label	oio:hasExactSynonym	none	none	1,2,3-trichloropropan	unique	.
NCIT:C163577	Acephate	owl:equivalentClass	ECTO:9000958	exposure to acephate	Lexical|Stemming	NCIT	ECTO	rdf_matcher	0.50009263443823	rdfs:label	oio:hasExactSynonym	none	none	aceph	unique	.
ECTO:9000716	exposure to furosemide	owl:equivalentClass	XCO:0000124	furosemide	Lexical	ECTO	XCO	rdf_matcher	0.5000611824503105	rdfs:label	rdfs:label	none	none	furosemide	unique	.
MRE:0000127	Exposure to zinc	owl:equivalentClass	ECTO:9000954	exposure to zinc	Lexical	MRE	ECTO	rdf_matcher	0.5000841941383768	rdfs:label	rdfs:label	none	none	exposure to zinc	unique	.
MRE:0000127	Exposure to zinc	owl:equivalentClass	GO:0010043	response to zinc ion	Lexical	MRE	GO	rdf_matcher	0.5000690334191626	rdfs:label	oio:hasExactSynonym	none	none	zinc	unique	.
ECTO:9001565	exposure to Dimethylcarbamoyl chloride	owl:equivalentClass	NCIT:C44378	Dimethylcarbamoyl Chloride	Lexical|Stemming	ECTO	NCIT	rdf_matcher	0.5000935606221364	rdfs:label	oio:hasExactSynonym	none	none	dimethylcarbamoyl chlorid	unique	.
ECTO:9000089	exposure to insecticide	owl:equivalentClass	GO:0017085	response to insecticide	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000831901009469	oio:hasExactSynonym	rdfs:label	none	none	insecticid	unique	.
ECTO:9000089	exposure to insecticide	owl:equivalentClass	PECO:0007632	insecticide exposure	Lexical|Stemming	ECTO	PECO	rdf_matcher	0.5000714035581322	rdfs:label	rdfs:label	none	none	insecticid	unique	.
ECTO:9000155	exposure to lipid hydroperoxide	owl:equivalentClass	GO:0006982	response to lipid hydroperoxide	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000825390017326	oio:hasExactSynonym	rdfs:label	none	none	lipid hydroperoxid	unique	.
GO:1902349	response to chloroquine	owl:equivalentClass	ECTO:9000414	exposure to chloroquine	Lexical	GO	ECTO	rdf_matcher	0.5000982384380283	rdfs:label	rdfs:label	none	none	chloroquine	unique	.
GO:1902349	response to chloroquine	owl:equivalentClass	NCIT:C61671	Chloroquine	Lexical	GO	NCIT	rdf_matcher	0.5000927225317542	rdfs:label	oio:hasExactSynonym	none	none	chloroquine	unique	.
XCO:0000126	angiotensin	owl:equivalentClass	GO:1990776	response to angiotensin	Lexical|Stemming	XCO	GO	rdf_matcher	0.5000825964145514	rdfs:label	rdfs:label	none	none	angiotensin	unique	.
XCO:0000126	angiotensin	owl:equivalentClass	ECTO:9000517	exposure to angiotensin	Lexical	XCO	ECTO	rdf_matcher	0.5000932707945491	rdfs:label	oio:hasExactSynonym	none	none	angiotensin	unique	.
MRE:0000184	Exposure to perfluorinated compound	owl:equivalentClass	ECTO:9001620	exposure to perfluorinated compound	Lexical	MRE	ECTO	rdf_matcher	0.500097074622309	rdfs:label	oio:hasExactSynonym	none	none	compoundperfluorinated	unique	.
NCIT:C66842	Mercury	owl:equivalentClass	MRE:0000118	Exposure to mercury	Lexical	NCIT	MRE	rdf_matcher	0.5000855147153946	oio:hasExactSynonym	rdfs:label	none	none	mercury	unique	.
NCIT:C66842	Mercury	owl:equivalentClass	GO:0046689	response to mercury ion	Lexical|Stemming	NCIT	GO	rdf_matcher	0.5000947183804094	rdfs:label	oio:hasExactSynonym	none	none	mercuri	unique	.
NCIT:C66842	Mercury	owl:equivalentClass	ECTO:0001571	exposure to mercury	Lexical	NCIT	ECTO	rdf_matcher	0.5000954414157486	rdfs:label	rdfs:label	none	none	mercury	unique	.
ECTO:9000206	exposure to brefeldin A	owl:equivalentClass	GO:0031001	response to brefeldin A	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000981395098306	oio:hasExactSynonym	rdfs:label	none	none	brefeldin a	unique	.
CHEBI:6067		owl:equivalentClass	XCO:0000469	isotretinoin	Lexical	CHEBI	XCO	rdf_matcher	0.5000318329235819	dc:identifier	oio:hasDbXref	CHEBI:6067	none	CHEBI:6067	unique	.
PECO:0007622	neutrons exposure	owl:equivalentClass	ZECO:0000219	neutron	Lexical|Stemming	PECO	ZECO	rdf_matcher	0.500018338095082	rdfs:label	rdfs:label	none	none	neutron	unique	.
ZECO:0000114	fasting	owl:equivalentClass	XCO:0000102	fasting	Lexical	ZECO	XCO	rdf_matcher	0.5000719511443092	rdfs:label	rdfs:label	none	none	fasting	unique	.
ZECO:0000217	particle radiation	owl:equivalentClass	ECTO:7000042	exposure to particle radiation	Lexical|Stemming	ZECO	ECTO	rdf_matcher	0.5000756674261337	rdfs:label	oio:hasExactSynonym	none	none	particle radi	unique	.
XCO:0000341	chemical with specified function	owl:equivalentClass	CHEBI:50906		Lexical	XCO	CHEBI	rdf_matcher	0.500061395654224	oio:hasDbXref	dc:identifier	none	CHEBI:50906	CHEBI:50906	unique	.
XCO:0000410	controlled metformin content diet	owl:equivalentClass	CHEBI:6801		Lexical	XCO	CHEBI	rdf_matcher	0.5000732510719019	oio:hasDbXref	dc:identifier	none	CHEBI:6801	CHEBI:6801	many_to_one	.
ECTO:9001338	exposure to 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	owl:equivalentClass	XCO:0000499	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	Lexical	ECTO	XCO	rdf_matcher	0.500084783955949	oio:hasExactSynonym	rdfs:label	none	none	1236methylphenyltetrahydropyridine	unique	.
XCO:0000442	controlled 2-acetamidofluorene content diet	owl:equivalentClass	CHEBI:17356		Lexical	XCO	CHEBI	rdf_matcher	0.5000023519880825	oio:hasDbXref	dc:identifier	none	CHEBI:17356	CHEBI:17356	many_to_one	.
ECTO:9000327	exposure to hydroxyurea	owl:equivalentClass	GO:0072710	response to hydroxyurea	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000924402513024	oio:hasExactSynonym	rdfs:label	none	none	hydroxyurea	unique	.
XCO:0000427	lycopene	owl:equivalentClass	ECTO:9001335	exposure to lycopene	Lexical	XCO	ECTO	rdf_matcher	0.5000915628341781	rdfs:label	oio:hasExactSynonym	none	none	lycopene	unique	.
XCO:0000427	lycopene	owl:equivalentClass	CHEBI:15948		Lexical	XCO	CHEBI	rdf_matcher	0.500037204125093	oio:hasDbXref	dc:identifier	none	none	CHEBI:15948	unique	.
XCO:0000293	99mTc-sestamibi	owl:equivalentClass	CHEBI:33371		Lexical	XCO	CHEBI	rdf_matcher	0.5000359890677541	oio:hasDbXref	dc:identifier	none	CHEBI:33371	CHEBI:33371	unique	.
NCIT:C44304	2,4,6-Trichlorophenol	owl:equivalentClass	ECTO:9001287	exposure to 2,4,6-trichlorophenol	Lexical|Stemming	NCIT	ECTO	rdf_matcher	0.5000966416203889	oio:hasExactSynonym	oio:hasExactSynonym	none	none	2,4,6-trichlorophenol	unique	.
ECTO:9000915	exposure to 1,1-Dichloroethane	owl:equivalentClass	MRE:0000135	Exposure to 1,1-dichloroethane	Lexical	ECTO	MRE	rdf_matcher	0.5000999045320207	rdfs:label	rdfs:label	none	none	1dichloroethane	unique	.
XCO:0000378	vitamin E	owl:equivalentClass	GO:0033197	response to vitamin E	Lexical	XCO	GO	rdf_matcher	0.5000990882443079	rdfs:label	rdfs:label	none	none	evitamin	unique	.
XCO:0000378	vitamin E	owl:equivalentClass	ECTO:9000224	exposure to vitamin E	Lexical|Stemming	XCO	ECTO	rdf_matcher	0.5000886568985119	rdfs:label	oio:hasExactSynonym	none	none	vitamin 	unique	.
XCO:0000378	vitamin E	owl:equivalentClass	CHEBI:33234		Lexical	XCO	CHEBI	rdf_matcher	0.500011011606262	oio:hasDbXref	dc:identifier	none	CHEBI:33234	CHEBI:33234	unique	.
GO:0009750	response to fructose	owl:equivalentClass	ECTO:9000166	exposure to fructose	Lexical	GO	ECTO	rdf_matcher	0.5000982035092767	rdfs:label	rdfs:label	none	none	fructose	unique	.
ECTO:9000553	exposure to chlordecone	owl:equivalentClass	NCIT:C44352	Chlordecone	Lexical|Stemming	ECTO	NCIT	rdf_matcher	0.5000920949745838	oio:hasExactSynonym	oio:hasExactSynonym	none	none	chlordecon	unique	.
ECTO:9000123	exposure to folic acid	owl:equivalentClass	GO:0051593	response to folic acid	Lexical|Stemming	ECTO	GO	rdf_matcher	0.5000492744633974	oio:hasExactSynonym	rdfs:label	none	none	folic acid	unique	.
ECTO:9000172	exposure to inorganic compound	owl:equivalentClass	MRE:0000173	Exposure to inorganic compound	Lexical	ECTO	MRE	rdf_matcher	0.5000408822748752	rdfs:label	rdfs:label	none	none	compoundinorganic	unique	.
NCIT:C44383	Ethylene Dichloride	owl:equivalentClass	ECTO:9000039	exposure to 1,2-dichloroethane	Lexical|Stemming	NCIT	ECTO	rdf_matcher	0.5000632466279893	oio:hasExactSynonym	rdfs:label	none	none	1,2-dichloroethan	unique	.
NCIT:C44383	Ethylene Dichloride	owl:equivalentClass	PECO:0007504	1,2-dichloroethane exposure	Lexical|Stemming	NCIT	PECO	rdf_matcher	0.5000854092641915	oio:hasExactSynonym	rdfs:label	none	none	1,2-dichloroethan	unique	.
