left	left_label	right	right_label	left_match_type	right_match_type	left_match_val	right_match_val	score	left_simscore	right_simscore	reciprocal_score	conditional_pr_equiv	equiv_clique_size
http://purl.obolibrary.org/obo/ECTO_0002026	exposure to 3-methyl-4'-dimethylaminoazobenzene	XCO:0000207	3-methyl-4'-dimethylaminoazobenzene	label	label	exposure to 3-methyl-4'-dimethylaminoazobenzene	3-methyl-4'-dimethylaminoazobenzene	72.24999999999999	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002028	exposure to oxidopamine	XCO:0000498	oxidopamine	label	label	exposure to oxidopamine	oxidopamine	85.0	0.75	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002029	exposure to phenylephrine	XCO:0000145	phenylephrine	label	label	exposure to phenylephrine	phenylephrine	85.0	0.6666666666666666	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002030	exposure to streptozocin	XCO:0000241	streptozotocin	hasExactSynonym	hasExactSynonym	streptozocin exposure	streptozocin	76.5	0.4	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002031	exposure to trimethaphan camsylate	XCO:0000187	trimethaphan camsylate	label	label	exposure to trimethaphan camsylate	trimethaphan camsylate	72.24999999999999	1.0	0.6666666666666666	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002032	activity related exposure	XCO:0000001	activity	hasExactSynonym	label	activity exposure	activity	76.5	0.25	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002041	kidney transplant	XCO:0000248	kidney transplant	label	label	kidney transplant	kidney transplant	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002042	left kidney transplant	XCO:0000249	left kidney transplant	label	label	left kidney transplant	left kidney transplant	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002043	right kidney transplant	XCO:0000250	right kidney transplant	label	label	right kidney transplant	right kidney transplant	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002044	axotomy of saphenous nerve	XCO:0000376	saphenous nerve axotomy	hasExactSynonym	label	saphenous nerve axotomy	saphenous nerve axotomy	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002045	axotomy of sciatic nerve	XCO:0000375	sciatic nerve axotomy	hasExactSynonym	label	sciatic nerve axotomy	sciatic nerve axotomy	90.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002048	ovariectomy	XCO:0000094	ovariectomy	label	label	ovariectomy	ovariectomy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002049	pancreatectomy	XCO:0000105	pancreatectomy	label	label	pancreatectomy	pancreatectomy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002050	hepatectomy	XCO:0000209	hepatectomy	label	label	hepatectomy	hepatectomy	100.0	1.0	1.0	4	1.0	2
http://purl.obolibrary.org/obo/ECTO_0002291	exposure to 1,1-dimethylhydrazine	XCO:0000393	1,2-dimethylhydrazine	hasRelatedSynonym	hasExactSynonym	exposure to N,N-Dimethylhydrazine	N,N'-dimethylhydrazine	33.86718749999999	0.75	0.75	2	0.3191489361702128	3

